alert_date,alert_type,contractor_name,contractor_email,contractor_phone,project_number,project_name,project_state,project_location,bid_amount,award_amount,letting_date,award_date,source_url,notes
2026-04-27,award_prospect,"KOMAN CONSTRUCTION, LLC",,,70B01C21F00000575,"UNSCHEDULED MAINTENANCE AND CARRIZO CANE ERADICATION COVERING THE PERIOD OF JUNE 16, 2021 - JUNE 15, 2022.",TX,,,25817476.79,,,https://www.usaspending.gov/award/CONT_AWD_70B01C21F00000575_7014_70B01C20D00000022_7014,Unknown contractor - research and add
2026-04-27,award_prospect,"APOGEE GROUP, LLC",,,DEDT0013765,"IGF::OT::IGF TASK ORDER FOR DESIGN, INTEGRATION, CONSTRUCTION, COMMUNICATION AND ENGINEERING 2 (DICCE2) SERVICES IN TAJIKISTAN, GROUP 1, PROGRAM GROUP 1.",US,,,25643944.67,,,https://www.usaspending.gov/award/CONT_AWD_DEDT0013765_8900_DENA0003363_8900,Unknown contractor - research and add
2026-04-27,award_prospect,"KOMAN CONSTRUCTION, LLC",,,70B01C21F00000597,UNSCHEDULED MAINTENANCE COVERING THE BIG BEND NORTH AND EL PASO SECTORS,TX,,,24944488.66,,,https://www.usaspending.gov/award/CONT_AWD_70B01C21F00000597_7014_70B01C20D00000023_7014,Unknown contractor - research and add
2026-04-27,award_prospect,SCALFO ELECTRIC INC.,,,692M1525C00003,THE OBJECTIVE OF THIS EFFORT IS TO REPLACE THE EXISTING MAIN SUBSTATION WITH A 69KV RING BUS FEATURING AUTOMATED SWITCHING OPERATIONS. THE NEW RING BUS WILL BE CAPABLE OF FAULT DETECTION AND AUTOMATED SELF-RESTORATION. THE PROJECT WILL BE INTEGRATED,NJ,,,24218000.0,,,https://www.usaspending.gov/award/CONT_AWD_692M1525C00003_6920_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,C & C CONTRACTORS LLC,,,36C78625C0042,CONSTRUCTION SERVICES FOR A GRAVESITE EXPANSION AND FACILITY RENOVATION PROJECT AT SALISBURY NATIONAL CEMETERY,NC,,,24203981.29,,,https://www.usaspending.gov/award/CONT_AWD_36C78625C0042_3600_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,GLACIER CONSTRUCTION INC,,,69056725C000012,"FUNDS CONSTRUCTION PROJECT: AK PFH 58(1), NECK LAKE ROAD RECONSTRUCTION: NPOWI HWY. TO MARINE ACCESS FACILITY JCT. WORK INCLUDES EXCAVATION, ROCK BLASTING, EMBANKMENT, GRADING, DRAINAGE, RETAINING WALL, AND GUARDRAIL.",AK,,,22527340.5,,,https://www.usaspending.gov/award/CONT_AWD_69056725C000012_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"M.A. DEATLEY CONSTRUCTION, INC.",,,69056726F00029N,"CONSTRUCTION SERVICES FOR PROJECT WY NPS YELL 10(26), GARDNER RIVER HIGH BRIDGE. WORK CONSISTS OF CONTAINMENT, LEAD BASED PAINT REMOVAL, PAINTING, APPROACH SPAN REPLACEMENT, DEEP PATCH, GUARDWALL CONSTRUCTION, THIN EPOXY OVERLAY, JOINT REPLACEMENT, M",MT,,,22439479.0,,,https://www.usaspending.gov/award/CONT_AWD_69056726F00029N_6925_69056724D000011_6925,Unknown contractor - research and add
2026-04-27,award_prospect,"KOMAN CONSTRUCTION, LLC",,,70B01C21F00000556,"COMPREHENSIVE TACTICAL MAINTENANCE INFRASTRUCTURE REPAIR RGV SECTOR UNSCHEDULED MAINTENANCE COVERING PERIOD JUNE 4, 2021 - JUNE 3, 2022.",TX,,,22352589.61,,,https://www.usaspending.gov/award/CONT_AWD_70B01C21F00000556_7014_70B01C20D00000018_7014,Unknown contractor - research and add
2026-04-27,award_prospect,"INTERSTATE ROCK PRODUCTS, INC.",,,140P2024C0026,"ZION 317454/240254/319664/352304 - REHABILITATE SOUTH CAMPGROUND WITH CAPITAL IMPROVEMENTS AND CONSTRUCT WILDERNESS PERMIT OFFICE AND FEE STATION IN SOUTH CAMPGROUND, ZION NATIONAL PARK.",UT,,,22233179.13,,,https://www.usaspending.gov/award/CONT_AWD_140P2024C0026_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,MARTIN BROTHERS CONSTRUCTION,,,6982AF24C000005,CA FLAP ED CR147(2) ICE HOUSE ROAD AWARD A CONTRACT FOR CONSTRUCTION/REHABILITATION OF 17.62 MILES OF ROADWAY.,CA,,,21933392.4,,,https://www.usaspending.gov/award/CONT_AWD_6982AF24C000005_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"OFTEDAL CONSTRUCTION, INC.",,,69056726F00033N,"FUNDS CONSTRUCTION PROJECT WY NPS GRTE 2020(1) MOOSE WILSON ROAD PHASE 2 AND WY NP GRTE 11(1), TETON PARK ROAD - MOOSE TO TAGGART LAKE TRAILHEAD (BASE SCHEDULE AND OPTION X)",WY,,,21830562.8,,,https://www.usaspending.gov/award/CONT_AWD_69056726F00033N_6925_69056724D000013_6925,Unknown contractor - research and add
2026-04-27,award_prospect,"SOUTHERN CONTRACTING, LLC",,,140P2024C0008,CATO 250011 REHABILITATE PARKWIDE UTILITIES,MD,,,21339436.13,,,https://www.usaspending.gov/award/CONT_AWD_140P2024C0008_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"ALLIANCE STEEL CONSTRUCTION, INC.",,,140P2024C0052,"APIS - 270691 APOSTLE ISLAND NATIONAL PARK, WI - REHABILITATE WATERFRONT AT LITTLE SAND BAY AND DEVILS ISLAND, RECONSTRUCT BOATHOUSE",WI,,,21182661.31,,,https://www.usaspending.gov/award/CONT_AWD_140P2024C0052_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"KMC SOLUTIONS, LLC",,,36C78625C0046,PROJECT NUMBER 817CM3025 NEW LAND EXPANSION AT MARION NATIONAL CEMETERY,IN,,,20383000.0,,,https://www.usaspending.gov/award/CONT_AWD_36C78625C0046_3600_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,HARTMAN-WALSH PAINTING COMPANY,,,140R1020C0014,GRAND COULEE DAM LEFT&RIGHT POWERPLANTS G1-G18 PENSTOCK LINING REHABILITATION,WA,,,20110910.44,,,https://www.usaspending.gov/award/CONT_AWD_140R1020C0014_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"HAWAIIAN DREDGING CONSTRUCTION COMPANY, INC",,,6982AF18C000020,HI STP SR11(2) NINOLE STREAM BRIDGE AND HI STP SR11(1) HILEA STREAM BRIDGE  BRIDGE CONSTRUCTION,HI,,,20057171.38,,,https://www.usaspending.gov/award/CONT_AWD_6982AF18C000020_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,STELLAR J CORP,,,69056723C000016,"OR DOT 18(1), OR58: COAST FORK WILLAMETTE RIVER TO LOWER SALT CR BRIDGES. THE PRIMARY OBJECTIVE OF THE THIS PROJECT IS TO SEISMICALLY RETROFIT 3 BRIDGES ON OR-58 BETWEEN US-97 AND I-5. THE SCOPE OF WORK CONSISTS OF: STRUCTURE REPAIR, STRUCTURE SEISMI",OR,,,19935806.48,,,https://www.usaspending.gov/award/CONT_AWD_69056723C000016_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,METRO PAVING CORP,,,693C7321C000013,"PROJECT NP JFK1(2) NAMA16(2) TRL(1):   THE PROJECT CONSISTS OF KENNEDY CENTER PEDESTRIAN/BICYCLE TRAIL ACCESS AND SAFETY IMPROVEMENTS, AND REHABILITATION OF ROCK CREEK AND POTOMAC PARKWAY (ROUTE 16).  THE WORK INCLUDES ASPHALT PAVEMENT MILL AND OVER",DC,,,19929121.45,,,https://www.usaspending.gov/award/CONT_AWD_693C7321C000013_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,IRON MIKE CONSTRUCTION LLC,,,36C10F26C0004,FORT LOGAN NATIONAL CEMETERY PHASE 1B - DAM/SPILLWAYS,CO,,,19671409.0,,,https://www.usaspending.gov/award/CONT_AWD_36C10F26C0004_3600_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"ECLIPSE COMPANIES, LLC",,,693C7326F00006N,"PROJECT NC NP BLRI 2M28; NC NP BLRI 2M29: THE PROJECT CONSISTS OF HURRICANE DAMAGE REPAIRS AT MP 336.7, 336.75, 336.85, 336.95, 337.2, 338.2 AND MP 338.4. THE WORK INCLUDES SLIDE REPAIRS, CULVERT CLEANING, CULVERT INSTALLATION, STONE MASONRY HEADWAL",NC,,,18953607.65,,,https://www.usaspending.gov/award/CONT_AWD_693C7326F00006N_6925_693C7320D000007_6925,Unknown contractor - research and add
2026-04-27,award_prospect,"A. WEST ENTERPRISE, LLC",,,80KSC023CA014,"REPLACE NEIL ARMSTRONG OPERATIONS AND CHECKOUT (O&C) SOUTH WING ELECTRICAL DISTRIBUTION EQUIPMENT AT KENNEDY SPACE CENTER, FL.",FL,,,18689216.0,,,https://www.usaspending.gov/award/CONT_AWD_80KSC023CA014_8000_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,PIPKIN INC.,,,140R1024C0002,"KACHESS DAM MODIFICATION PHASE 3 YAKIMA PROJECT, WASHINGTON, BUREAU OF RECLAMATION C-PN REGION",WA,,,18630155.13,,,https://www.usaspending.gov/award/CONT_AWD_140R1024C0002_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,BAIRCO CONSTRUCTION INC,,,140P2026C0013,GLAC 318705 - PACKAGE #1 CONSTRUCTION SO,MT,,,18496542.0,,,https://www.usaspending.gov/award/CONT_AWD_140P2026C0013_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,OCS INDUSTRIES INC,,,36C78624C0034,"NEW CONSTRUCTION PROJECT FY-24 AT LONG ISLAND NATL CEM, NY.",NY,,,18111617.9,,,https://www.usaspending.gov/award/CONT_AWD_36C78624C0034_3600_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"PRUHS CONSTRUCTION CO., L.L.C.",,,69056723C000006,"CONSTRUCTION SERVICES FOR PROJECT AK DOT 135(6), GLENN HIGHWAY REHABILITATION, KINGS RIVER BRIDGE SECTION MP 66.0 TO MP 67.2",AK,,,18103045.75,,,https://www.usaspending.gov/award/CONT_AWD_69056723C000006_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,FEDVET CONSTRUCTION,,,36C78625C0041,LA NATIONAL CEMETERY FACILITY CONDITION ASSESMENT AND MAINT BUILDING CONSTRUCTION PROJECT,CA,,,18060659.0,,,https://www.usaspending.gov/award/CONT_AWD_36C78625C0041_3600_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,FORGEN LLC,,,140R2025C0011,BATTLE CREEK - SOUTH DIVERSION DAM AND CANAL REMOVAL,CA,,,18014447.44,,,https://www.usaspending.gov/award/CONT_AWD_140R2025C0011_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,AKRON BUILDING & OUTDOOR MAINTENANCE INC,,,140P2022C0128,CUVA - RIVERBANK STABILIZATION,OH,,,17959951.91,,,https://www.usaspending.gov/award/CONT_AWD_140P2022C0128_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,BLUE WORLD CONSTRUCTION INC,,,140P2023C0123,BIBE 317515 REPLACE PARK WATER SYSTEM,TX,,,17946872.0,,,https://www.usaspending.gov/award/CONT_AWD_140P2023C0123_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,CITY OF MARION,,,140F0821C0004,GAOA WATER AND SEWER LINE REPLACEMENT AT CRAB ORCHARD NWR,IL,,,17939710.5,,,https://www.usaspending.gov/award/CONT_AWD_140F0821C0004_1448_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"CROWN INNOVATIONS, INC.",,,693KA825F00145,THE CONTRACTOR SHALL PROVIDE ALL PROGRAM SUPPORT,CA,,,17733283.92,,,https://www.usaspending.gov/award/CONT_AWD_693KA825F00145_6920_693KA825D00004_6920,Unknown contractor - research and add
2026-04-27,award_prospect,HAMILTON CONSTRUCTION CO,,,69056725C000006,"FUNDS CONSTRUCTION PROJECT MT FLAP BOR 2980(1), SUN RIVER BRIDGE REPLACEMENT. PROJECT INCLUDES CONSTRUCTION OF A 3 SPAN, 462-FOOT LONG PRECAST-POST-TENSIONED GIRDER BRIDGE WITH A PRECAST CONCRETE DECK.",MT,,,16904107.6,,,https://www.usaspending.gov/award/CONT_AWD_69056725C000006_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"WCA CONSTRUCTION, LLC",,,140A1624C0011,"MENAGERS DAM REHABILITATION, SEE SECTION J FOR ATTACHMENTS.",AZ,,,16442432.82,,,https://www.usaspending.gov/award/CONT_AWD_140A1624C0011_1450_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,ANDRITZ HYDRO CORP,,,140R1023C0004,ANDERSON RANCH DAM TURBINE MODERNIZATION AND RUNNER REPLACEMENT.,ID,,,16424073.0,,,https://www.usaspending.gov/award/CONT_AWD_140R1023C0004_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,TDX POWER SERVICES LLC,,,140P2023C0070,"REHABILITATE UNSAFE AND FAILING ELECTRICAL SYSTEM FOR SETTLEMENT, KALAUPAPA NATIONAL HISTORICAL PARK, KALA-217676",HI,,,16379569.75,,,https://www.usaspending.gov/award/CONT_AWD_140P2023C0070_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"RBA ENGINEERING INTERNATIONAL, PLLC",,,140P2025C0033,GWMP 335115 BRIDGE PRESERVATION,VA,,,16197004.3,,,https://www.usaspending.gov/award/CONT_AWD_140P2025C0033_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,MGC CONTRACTORS INC,,,140R4025C0002,BGNDRF TREATMENT BUILDING EXPANSION DESIGN BUILD,NM,,,15736048.0,,,https://www.usaspending.gov/award/CONT_AWD_140R4025C0002_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,NOVEL CONSTRUCTION LLC,,,693C7323C000013,"THE PROJECT CONSISTS OF REPAIRING DAMAGE CAUSED BY HURRICANES IRMA AND MARIA ON PR-5568, KMS 0.7 AND 0.8; PR 568 KM 25.85; PR-157, KMS 1.2, 10.4, 16.4, AND 21.3; PR-155, KM 30.1 AND 30.2; AND PR-156, KMS 3.6, 4.4, 6.3-6.4, AND 3.7-3.8. THE WORK INCLU",PR,,,15512215.53,,,https://www.usaspending.gov/award/CONT_AWD_693C7323C000013_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"CARIBBEAN SIGN SUPPLIES MANUFACTURERS, INC.",,,693C7326C000007,"PROJECT PR ER DOT PRMNT RPR(27) THE PROJECT CONSISTS OF REPAIRING SIGNS, GUARDRAILS, AND OTHER MISCELLANEOUS DAMAGES CAUSED BY HURRICANES IRMA AND MARIA IN THE METRO, NORTH, AND SOUTH REGIONS. THE WORK INCLUDES TRAFFIC SIGN ASSEMBLIES (SMALL SIGNS,",PR,,,14969047.0,,,https://www.usaspending.gov/award/CONT_AWD_693C7326C000007_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"BLUE CORD DESIGN AND CONSTRUCTION, LLC",,,36C24825C0037,AWARD OF THE CONSTRUCTION PROJECT TO UPGRADE THE WATER TOWER AT THE TAMPA VAMC.,FL,,,14873429.66,,,https://www.usaspending.gov/award/CONT_AWD_36C24825C0037_3600_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,EWS-RSCI LLC,,,140R4021C0003,BIG SANDY DAM RESERVOIR ENLARGEMENT,WY,,,14661220.88,,,https://www.usaspending.gov/award/CONT_AWD_140R4021C0003_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,BLUE WORLD CONSTRUCTION INC,,,140P2023C0025,GATE 291531 - REHAB FT. HANCOCK POTABLE WATER & WASTEWATER SYSTEM,NJ,,,14597838.07,,,https://www.usaspending.gov/award/CONT_AWD_140P2023C0025_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"STONE & LIME IMPORTS, INC",,,140P2023C0121,DRTO 244370/244372 - REPAIRS TO FORT JEFFERSON COUNTERSCARP & MAINTENANCE DREDGING AT DRY TORTUGAS NATIONAL PARK,FL,,,14469755.15,,,https://www.usaspending.gov/award/CONT_AWD_140P2023C0121_1443_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,DICKERSON INFRASTRUCTURE INC,,,140L0625C0002,CONSTRUCTION SERVICES FOR SHORELINE STABILIZATION PROJECT.,FL,,,14317695.0,,,https://www.usaspending.gov/award/CONT_AWD_140L0625C0002_1422_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"INTERMOUNTAIN SLURRY SEAL, INC.",,,69056726F00026N,"CONSTRUCTION SERVICES FOR PROJECT OK NP MULTI PMS(1), PAVEMENT PRESERVATION OKLAHOMA AND TX NP MULTI PMS(2), PAVEMENT PRESERVATION NORTH TEXAS",OK,,,14202674.5,,,https://www.usaspending.gov/award/CONT_AWD_69056726F00026N_6925_69056724D000003_6925,Unknown contractor - research and add
2026-04-27,award_prospect,HP CIVIL INC,,,69056724C000002,"OR FLAP DOT CRGNSA 100(8), MULTNOMAH FALLS VIADUCTS REPAIR: THIS 2.6-MILE PROJECT INCLUDES REPAIR OF TWO HISTORIC REINFORCED CONCRETE VIADUCTS. ONE VIADUCT IS A 86-SPAN, 863-FOOT LONG STRUCTURE AND THE OTHER IS A 20-SPAN, 403-FOOT LONG STRUCTURE.",OR,,,14190895.67,,,https://www.usaspending.gov/award/CONT_AWD_69056724C000002_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,CARIBE TECNO CRL,,,693C7321C000021,"PROJECT PR ERFO FS 2017 - 1(3) THE PROJECT CONSISTS OF REPAIRING MULTIPLE STORM DAMAGED SITES IN PR-191, PR-930, PR-988, PR-9938, PR-9966, AND PR-186 WITHIN EL YUNQUE NATIONAL FOREST FOR THE UNITED STATES FOREST SERVICE.  THE WORK INCLUDES THE CONST",PR,,,14007069.86,,,https://www.usaspending.gov/award/CONT_AWD_693C7321C000021_6925_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"ORCOM, A DIVISION OF ORTEGA COMPANIES, INC",,,140R4024C0020,RG- EBHD UTILITY REHAB,NM,,,13749490.18,,,https://www.usaspending.gov/award/CONT_AWD_140R4024C0020_1425_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"PUYENPA CONSTRUCTION, LLC",,,697DCK24C00146,"BIL FUNDED  MEMPHIS UNDERGROUND UTILITY PROJECT, MEMPHIS AIR ROUTE TRAFFIC CONTROL CENTER, MEMPHIS, TN",TN,,,13691316.86,,,https://www.usaspending.gov/award/CONT_AWD_697DCK24C00146_6920_-NONE-_-NONE-,Unknown contractor - research and add
2026-04-27,award_prospect,"KILGORE COMPANIES, LLC",,,6982AF22C000018,CO FTNP MEVE 100(1) & 101(1) CLIFF PALACE & MESA TOP LOOP ROADS  ROAD CONSTRUCTION,CO,,,13431051.15,,,https://www.usaspending.gov/award/CONT_AWD_6982AF22C000018_6925_-NONE-_-NONE-,Unknown contractor - research and add
